token_input,cost_input(USD),token_output,cost_output(USD),latency(s)
640,0.00032,263,0.0003945,2.412796974182129
514,0.000257,236,0.000354,2.852170705795288
367,0.0001835,179,0.0002685,1.7430906295776367
505,0.0002525,236,0.000354,2.1276772022247314
578,0.000289,282,0.000423,3.1144492626190186
808,0.000404,277,0.0004155,2.640345335006714
1345,0.0006725,245,0.0003675,3.671170473098755
468,0.000234,223,0.0003345,3.4303510189056396
437,0.0002185,204,0.000306,2.0393853187561035
425,0.0002125,223,0.0003345,3.2953877449035645
453,0.0002265,183,0.0002745,3.35597562789917
554,0.000277,212,0.000318,1.9475517272949219
712,0.000356,228,0.000342,3.265622138977051
521,0.0002605,245,0.0003675,2.239313840866089
594,0.000297,186,0.000279,1.52433443069458
471,0.0002355,241,0.0003615,3.1360831260681152
454,0.000227,205,0.0003075,2.7998266220092773
564,0.000282,258,0.000387,3.5325329303741455
481,0.0002405,266,0.000399,3.6515307426452637
395,0.0001975,213,0.0003195,1.820744514465332
414,0.000207,224,0.000336,2.991825580596924
551,0.0002755,235,0.0003525,3.6042683124542236
468,0.000234,226,0.000339,1.867035150527954
476,0.000238,259,0.0003885,3.273075819015503
402,0.000201,262,0.000393,2.21943736076355
658,0.000329,219,0.0003285,2.315012216567993
438,0.000219,277,0.0004155,4.24840521812439
792,0.000396,241,0.0003615,2.031367063522339
532,0.000266,227,0.0003405,2.1352896690368652
568,0.000284,268,0.000402,3.7054126262664795
457,0.0002285,232,0.000348,1.9323837757110596
426,0.000213,185,0.0002775,2.5736215114593506
429,0.0002145,233,0.0003495,2.9147636890411377
446,0.000223,210,0.000315,2.909355401992798
512,0.000256,181,0.0002715,2.8384439945220947
509,0.0002545,249,0.0003735,2.2928218841552734
970,0.000485,279,0.0004185,3.4750254154205322
396,0.000198,103,0.0001545,1.4432213306427002
425,0.0002125,169,0.0002535,1.6565630435943604
389,0.0001945,102,0.000153,0.9660465717315674
400,0.0002,180,0.00027,1.6461265087127686
488,0.000244,283,0.0004245,2.5788984298706055
