token_input,cost_input(USD),token_output,cost_output(USD),latency(s)
1082,0.003246,410,0.00615,13.64185380935669
6332,0.018996,494,0.00741,18.351013660430908
3038,0.009114,543,0.008145,12.07664442062378
2110,0.00633,665,0.009975,11.069679260253906
1746,0.005238,414,0.00621,7.500142812728882
1244,0.003732,487,0.007305,14.234013319015503
646,0.001938,423,0.006345,7.064941167831421
679,0.002037,384,0.00576,6.794520616531372
832,0.002496,418,0.00627,8.322598695755005
1449,0.004347,426,0.00639,15.504302978515625
1532,0.004596,534,0.00801,9.803574800491333
2795,0.008385,477,0.007155,15.102125406265259
1259,0.003777,479,0.007185,8.484277725219727
1818,0.005454,460,0.0069,8.148264646530151
1827,0.005481,512,0.00768,9.008476734161377
1447,0.004341,513,0.007695,9.920969009399414
1072,0.003216,416,0.00624,14.584413051605225
1022,0.003066,390,0.00585,8.129791498184204
896,0.002688,473,0.007095,8.75127363204956
2256,0.006768,442,0.00663,8.939540386199951
1361,0.004083,558,0.00837,10.52736496925354
1846,0.005538,471,0.007065,23.385090351104736
2326,0.006978,477,0.007155,15.69836974143982
854,0.002562,484,0.00726,8.460802555084229
1620,0.00486,541,0.008115,12.136171579360962
3557,0.010671,489,0.007335,14.479949712753296
3298,0.009894,490,0.00735,23.803818702697754
650,0.00195,441,0.006615,7.463119745254517
2198,0.006594,405,0.006075,9.563961267471313
990,0.00297,421,0.006315,7.671380996704102
2817,0.008451,487,0.007305,8.524315357208252
6078,0.018234,517,0.007755,28.482200145721436
3445,0.010335,503,0.007545,13.051973581314087
1939,0.005817,453,0.006795,7.494103193283081
1177,0.003531,425,0.006375,11.068971157073975
916,0.002748,440,0.0066,12.482287406921387
2406,0.007218,499,0.007485,14.741200685501099
3089,0.009267,553,0.008295,9.738597631454468
2702,0.008106,469,0.007035,12.296869277954102
1640,0.00492,419,0.006285,8.150983333587646
2418,0.007254,466,0.00699,8.859867095947266
2149,0.006447,508,0.00762,13.23896074295044
1424,0.004272,386,0.00579,17.222152948379517
2006,0.006018,457,0.006855,13.560364246368408
1058,0.003174,446,0.00669,13.54024863243103
880,0.00264,423,0.006345,12.07094669342041
882,0.002646,414,0.00621,11.235302925109863
1110,0.00333,507,0.007605,11.525416135787964
780,0.00234,428,0.00642,15.160695552825928
1063,0.003189,450,0.00675,8.774036645889282
949,0.002847,431,0.006465,8.424687385559082
824,0.002472,467,0.007005,10.299596786499023
824,0.002472,467,0.007005,12.308656930923462
700,0.0021,425,0.006375,7.192198991775513
861,0.002583,417,0.006255,6.856562614440918
657,0.001971,369,0.005535,9.796679973602295
577,0.001731,394,0.00591,10.470428943634033
1088,0.003264,429,0.006435,10.232472658157349
929,0.002787,357,0.005355,8.947467803955078
828,0.002484,448,0.00672,8.707453727722168
